h,oneu,oneuu,onei,twou,twoi,twoignore,threeu,threei,threeignore
0.1,0.0124651257880162,0.00214149527431529,0.0129909616943041,0.00658902070328116,0.00788472510121019,0,0.0124651257880153,0.131805718983401,0
0.05,0.00309219848283959,0.000534252084752107,0.003251958197793,0.00164851350738304,0.00197351060357651,0,0.00309219848283915,0.0327042962199839,0
0.025,0.000771558603003708,0.000133492976893246,0.000811455084928303,0.000412298443023651,0.00049357035791979,0,0.000771558603004596,0.00815309926855257,0
